State,District,Women_Anaemia,Pregnant_Anaemia,Children_Anaemia,Men_High_BloodSugar,Women_High_BloodSugar,Men_Elevated_BP,Women_Elevated_BP,Diarrhoea_Prevalence,ARI_Prevalence,Skilled_Births,Institutional_Births,Health_Insurance,Out_Of_Pocket_Expense,Clean_Fuel,Improved_Sanitation,Improved_Drinking_Water,Electricity,Women_10Plus_Schooling,Men_Alcohol,Women_Alcohol,Men_Tobacco,Women_Tobacco,Children_Underweight,Children_Stunted,Children_Wasted,Women_Low_BMI,Women_Overweight,ANC_First_Trimester,ANC_4Plus_Visits,IFA_100_Days,Breast_Cancer_Screening,Cervical_Cancer_Screening,Oral_Cancer_Screening
Karnataka,Chikkaballapura,45.5,37.9,59.0,5.1,4.8,32.5,24.1,4.3,1.0,97.5,99.0,26.1,4324,89.4,84.9,98.1,99.9,48.0,11.7,1.2,20.2,18.2,25.2,31.3,16.1,22.6,26.6,82.6,90.5,48.8,0.4,0.4,0.6
Karnataka,Chikkamagaluru,40.8,0.0,53.2,6.9,6.6,28.7,29.2,4.8,0.4,98.7,98.4,30.0,4544,79.0,92.3,95.7,99.3,48.3,23.8,1.5,32.3,10.9,25.4,27.3,24.9,14.2,33.2,69.5,74.3,49.6,0.0,0.7,0.0
Karnataka,Chitradurga,44.6,57.1,61.1,5.4,6.3,30.6,29.7,6.2,2.5,95.1,98.3,35.3,4234,80.6,63.1,97.8,99.8,48.3,21.2,2.0,36.9,14.2,32.4,36.0,17.9,14.5,37.4,66.3,79.3,50.5,0.4,0.4,0.4
Karnataka,Dakshina Kannada,38.8,35.8,51.1,6.9,6.0,29.9,30.1,3.9,0.9,91.9,100.0,36.3,3699,82.0,97.1,88.6,99.8,62.8,11.6,0.6,15.1,4.4,26.4,25.1,30.5,12.6,22.2,86.1,82.0,68.9,0.4,0.4,0.4
Karnataka,Davangere,51.7,0.0,70.2,6.5,6.3,29.5,24.8,9.2,3.4,88.1,98.3,25.2,7508,79.1,83.3,97.5,98.8,47.1,14.1,1.7,30.0,8.9,32.8,38.4,18.8,15.9,38.1,63.0,63.1,25.0,0.9,0.9,0.6
Karnataka,Dharwad,52.1,68.4,67.2,7.0,5.6,23.7,26.6,1.9,0.0,99.0,99.7,24.5,3225,79.1,79.3,87.9,99.4,51.4,15.8,0.5,36.8,6.8,40.4,45.2,16.5,17.3,33.8,78.7,85.2,45.1,0.1,0.3,0.0
Karnataka,Gadag,50.5,51.1,70.3,5.4,4.9,23.9,22.1,10.4,2.3,98.2,96.2,28.3,5726,56.3,55.2,95.5,98.6,45.1,13.7,0.5,35.6,8.5,39.8,45.2,18.2,18.9,30.6,52.6,68.7,33.5,0.0,0.2,0.5
Karnataka,Hassan,42.2,47.0,63.6,8.8,6.6,29.5,28.1,4.0,1.9,97.1,100.0,36.9,3421,86.1,87.9,96.8,99.3,51.3,26.6,1.0,29.0,10.9,23.8,27.1,15.2,11.1,36.1,67.6,75.8,50.1,0.0,0.0,0.0
Karnataka,Haveri,50.8,59.4,66.9,6.4,4.8,24.4,21.4,8.9,1.7,95.8,97.2,28.8,11573,60.7,68.9,99.1,99.1,40.0,12.1,1.0,33.1,9.2,35.0,29.9,17.7,19.9,29.1,73.3,58.7,30.5,0.0,0.2,0.2
Karnataka,Kalaburagi,56.0,58.0,75.1,7.2,5.9,24.8,17.0,9.4,0.8,87.1,88.7,17.4,3738,58.5,36.5,92.5,99.4,42.0,17.0,0.8,33.5,11.0,36.2,34.5,25.0,20.8,21.8,59.3,53.6,26.6,0.8,1.4,1.8
Karnataka,Kodagu,39.9,50.1,54.4,6.6,6.2,33.3,31.5,5.5,2.5,94.1,98.4,45.6,2830,78.3,93.9,89.2,98.7,58.9,27.9,2.3,22.2,8.7,22.6,30.4,21.7,12.0,34.7,70.6,74.4,46.8,0.8,0.2,0.5
Karnataka,Kolar,43.6,37.9,57.9,6.1,4.4,27.9,24.3,3.6,1.5,99.3,99.6,33.9,3188,89.9,89.2,98.5,99.5,55.0,12.8,0.3,19.2,13.0,15.7,31.1,15.5,17.8,27.9,78.0,90.9,60.2,0.4,5.0,0.2
Karnataka,Koppal,54.8,55.2,70.7,6.6,4.9,22.2,19.5,7.0,0.0,89.2,90.7,20.6,4909,47.4,58.8,96.0,99.2,34.4,13.0,1.2,34.1,19.9,45.8,49.1,23.1,24.9,21.9,52.4,50.7,15.8,0.4,0.5,0.2
Karnataka,Mandya,47.0,0.0,58.2,7.2,5.2,29.8,30.1,3.1,2.3,97.3,99.5,39.9,4109,90.5,86.7,98.4,98.4,52.5,19.1,0.7,20.1,5.3,16.7,24.3,11.8,13.7,38.7,85.6,90.1,54.8,0.4,0.0,0.0
Karnataka,Mysuru,48.0,24.2,57.2,4.2,5.2,27.4,25.5,3.0,1.6,97.8,100.0,26.2,4143,94.7,86.4,95.4,99.5,49.6,22.2,1.6,22.7,6.7,28.2,27.5,15.6,14.7,36.4,82.0,85.7,65.2,1.0,0.9,0.3
Karnataka,Raichur,60.4,69.1,73.6,3.9,4.7,16.7,18.5,5.2,2.9,83.3,88.9,17.8,6277,64.9,53.0,94.0,99.7,31.7,15.8,0.9,28.4,13.5,40.7,39.8,23.2,23.3,19.9,66.4,67.5,32.8,0.4,0.8,0.5
Karnataka,Ramanagara,45.5,0.0,60.2,6.3,6.5,29.9,28.2,7.2,2.5,100.0,100.0,35.7,4877,92.0,89.6,98.3,99.6,54.5,17.9,0.5,25.9,3.6,19.8,15.6,20.0,13.2,36.5,91.8,88.7,47.9,0.3,0.3,0.7
Karnataka,Shivamogga,41.9,33.4,68.9,8.5,6.3,28.7,27.2,4.8,3.3,96.5,99.7,26.5,5284,85.7,85.4,94.6,99.5,49.1,18.5,1.4,32.0,11.3,34.4,29.0,23.2,15.0,30.3,58.7,79.4,56.6,0.3,0.4,0.2
Karnataka,Tumakuru,49.3,0.0,67.6,7.4,5.6,34.0,27.4,4.5,1.6,93.1,100.0,31.0,4533,85.3,86.1,96.2,99.6,58.9,18.8,0.8,26.7,9.8,26.7,40.3,10.9,15.2,30.4,68.6,80.4,61.8,0.2,0.5,0.2
Karnataka,Udupi,47.3,48.4,58.3,6.0,6.0,32.5,31.2,3.5,1.9,90.2,98.9,50.9,2886,67.8,94.5,81.5,99.6,55.4,15.6,1.0,17.4,7.0,21.0,23.1,17.6,23.8,22.9,75.1,59.4,51.3,0.2,0.3,1.1
Karnataka,Uttara Kannada,44.6,33.1,69.0,6.2,4.9,25.1,26.9,5.9,3.0,99.2,99.3,32.0,5362,73.4,89.6,84.8,99.1,49.2,12.3,0.3,26.1,10.5,33.3,29.6,21.9,18.4,22.6,80.4,57.9,35.6,0.0,0.0,0.0
Karnataka,Vijayapura,52.9,71.5,65.2,5.4,4.9,21.0,20.2,8.2,1.6,90.0,91.8,21.2,3198,60.6,44.8,92.5,97.6,37.1,15.3,0.8,34.6,10.8,39.0,45.9,15.0,18.1,27.4,60.3,56.4,36.6,0.2,0.7,0.4
Karnataka,Yadgir,57.3,61.1,76.0,6.5,3.6,18.0,17.5,5.1,0.6,93.0,93.3,16.7,4386,48.8,37.4,95.2,99.0,26.4,19.4,1.1,31.8,14.6,45.2,57.6,17.7,26.0,18.8,57.4,63.6,29.6,0.1,0.0,0.2
Kerala,Alappuzha,31.9,0.0,30.3,8.2,9.4,36.2,32.1,4.5,2.8,100.0,99.4,60.4,10557,79.2,99.2,98.4,99.9,78.8,29.0,0.2,18.3,1.8,20.4,20.1,14.4,14.3,41.9,85.1,65.7,61.0,2.6,4.7,0.7
Kerala,Ernakulam,31.7,0.0,36.4,9.5,9.3,30.2,29.6,1.8,2.4,100.0,99.1,46.2,4940,88.4,99.3,98.2,100.0,83.8,25.0,0.5,15.3,1.4,19.4,22.0,17.1,8.0,39.6,92.6,82.2,82.8,2.0,2.9,0.7
Kerala,Idukki,32.0,0.0,32.0,10.3,8.2,31.8,34.8,3.3,5.3,100.0,100.0,58.1,4942,54.3,97.5,82.3,99.0,73.2,24.1,0.4,24.8,3.7,23.6,24.3,14.5,9.0,36.3,93.3,74.3,75.6,2.6,3.5,0.6
Kerala,Kannur,39.7,39.7,37.2,10.2,10.5,34.8,31.0,0.7,3.3,100.0,100.0,47.9,6125,70.4,99.5,93.9,99.7,74.1,14.1,0.1,12.9,1.7,17.9,19.4,14.0,8.7,32.4,94.8,78.3,78.0,2.1,2.9,0.3
Kerala,Kasaragod,35.4,27.3,34.3,10.0,8.1,26.0,26.1,1.9,0.3,100.0,100.0,44.0,3778,73.5,98.9,93.2,99.5,68.3,14.9,0.1,14.2,3.5,21.4,25.3,12.6,9.4,28.4,97.4,91.2,89.4,1.7,3.5,0.6
Kerala,Kollam,36.0,0.0,32.5,9.5,8.1,35.3,32.4,5.5,5.4,100.0,100.0,56.0,6836,80.1,97.5,95.7,99.8,80.6,22.3,0.2,21.5,1.6,17.0,15.5,21.4,9.5,43.5,92.6,79.3,89.0,2.2,4.5,0.5
Kerala,Kottayam,38.7,0.0,36.8,8.9,7.6,38.8,34.2,10.2,1.2,99.3,98.7,53.2,10236,72.5,98.6,97.1,99.6,85.8,27.4,0.6,18.3,1.7,17.3,23.4,8.4,12.3,39.8,81.6,55.1,51.1,3.0,2.6,1.5
Kerala,Kozhikode,29.8,23.2,32.1,10.2,7.7,28.4,29.6,2.3,1.2,100.0,100.0,61.1,4734,73.8,99.6,93.3,99.6,84.3,13.5,0.0,11.3,0.8,18.9,21.3,14.1,8.4,30.7,98.3,91.8,85.7,1.6,2.3,1.1
Kerala,Malappuram,34.7,41.1,47.2,10.1,6.9,27.4,25.4,5.5,0.6,100.0,100.0,42.8,6760,59.0,99.9,97.7,99.7,69.5,7.7,0.2,12.5,1.5,21.4,29.4,18.2,10.3,36.6,95.3,90.4,92.3,0.4,1.4,0.0
Kerala,Palakkad,49.6,40.5,51.9,10.5,9.0,35.3,32.4,2.7,1.9,100.0,100.0,53.8,6211,67.5,99.0,94.7,98.9,63.2,23.1,0.4,22.5,5.1,27.7,29.7,21.7,12.9,32.9,97.7,68.4,71.7,1.1,3.7,0.6
Kerala,Pathanamthitta,36.4,0.0,44.2,9.2,8.5,41.9,42.1,4.7,3.5,99.2,99.1,50.1,7608,60.1,98.9,94.1,99.6,84.5,23.8,0.2,22.3,1.5,11.2,22.7,11.4,12.3,43.8,92.9,83.9,74.7,4.1,7.7,0.8
Kerala,Thiruvananthapuram,33.0,0.0,33.0,10.2,6.3,32.1,31.4,6.4,4.9,100.0,99.5,48.7,10165,72.2,95.4,92.9,99.9,83.1,15.2,0.0,15.0,0.8,15.2,19.5,17.4,6.6,50.6,87.7,55.3,71.6,6.8,6.7,1.2
Kerala,Thrissur,44.4,0.0,48.7,11.0,8.9,36.8,31.4,8.2,2.3,100.0,100.0,48.7,5007,76.3,99.5,93.7,100.0,79.2,26.2,0.2,17.8,2.3,17.3,22.0,9.6,10.9,42.8,97.1,82.4,78.6,2.8,3.0,0.9
Kerala,Wayanad,26.9,0.0,39.4,8.2,7.5,28.3,28.8,1.4,1.4,100.0,100.0,64.8,7967,55.7,97.6,94.1,97.0,68.0,23.2,1.2,26.0,10.6,22.5,31.3,16.1,14.0,26.7,97.6,94.2,94.9,1.2,1.5,0.2
Ladakh,Kargil,92.0,76.7,87.9,4.6,3.2,20.1,18.7,6.2,2.8,95.6,93.7,13.6,3569,58.1,42.3,90.2,99.1,50.3,6.8,1.4,31.9,1.9,21.8,36.5,17.7,3.5,26.3,91.0,88.0,19.6,0.4,0.4,0.2
Ladakh,Leh Ladakh,93.5,79.0,95.5,4.2,4.6,14.7,12.8,10.9,7.8,98.4,96.4,16.2,4043,93.5,42.4,87.1,99.8,49.8,40.6,6.1,39.5,4.4,19.0,24.3,17.2,5.3,30.2,80.9,69.6,9.5,0.0,0.2,0.2
Madhya Pradesh,Agar-Malwa,59.2,,71.6,12.2,12.2,25.2,21.2,0.8,0.0,93.6,98.9,58.9,1519,39.5,72.3,81.4,99.5,19.3,8.2,0.5,37.6,2.6,35.7,40.3,18.7,26.7,8.8,70.1,76.5,54.8,0.3,0.3,0.3
Madhya Pradesh,Alirajpur,60.5,61.7,76.4,5.9,4.2,27.7,22.0,2.4,0.7,87.5,83.2,42.5,602,17.4,84.7,89.6,98.5,17.3,37.4,7.0,46.3,10.6,31.6,34.6,15.4,19.6,10.9,67.0,54.7,54.5,0.0,0.0,0.0
Madhya Pradesh,Anuppur,52.6,53.8,49.2,7.3,6.0,26.4,24.3,5.9,0.7,85.3,84.8,52.8,1230,21.7,69.4,79.8,97.0,28.6,36.2,3.7,53.8,16.7,30.7,24.0,18.4,26.5,15.5,60.2,63.6,58.8,0.0,0.5,0.0
Madhya Pradesh,Ashoknagar,46.1,42.5,59.7,7.3,6.2,19.8,16.3,7.4,1.4,92.1,91.3,34.2,1585,20.3,53.7,90.1,98.6,17.6,12.2,0.5,46.8,8.4,31.1,32.6,19.7,26.1,15.4,81.8,57.9,42.5,0.0,1.5,0.2
Madhya Pradesh,Balaghat,60.6,,56.8,8.7,7.1,21.9,22.3,1.7,0.0,97.7,95.1,68.4,1400,31.1,79.6,83.3,98.7,39.2,27.2,2.8,49.9,20.2,44.9,41.9,20.5,30.2,4.3,55.6,69.1,63.5,0.0,0.2,0.1
Madhya Pradesh,Barwani,58.4,53.8,78.2,6.5,6.0,25.0,21.1,4.0,1.7,89.9,85.1,29.2,1599,40.5,61.0,90.4,99.3,19.3,21.9,1.4,43.8,9.9,41.0,45.8,18.9,27.1,8.2,88.8,64.2,54.2,0.5,1.0,0.7
Madhya Pradesh,Betul,56.2,65.8,57.8,7.2,7.2,21.6,17.8,5.3,0.3,83.5,87.6,51.3,454,36.0,59.8,87.1,98.1,38.7,20.5,3.1,45.7,11.9,31.4,30.8,21.7,24.7,17.7,76.9,74.0,78.3,0.2,0.4,0.2
Madhya Pradesh,Bhind,69.9,56.2,75.6,7.5,7.1,17.0,15.2,7.0,0.2,93.5,93.5,31.0,1252,31.0,79.9,95.5,98.2,28.9,6.7,0.4,37.9,5.6,29.0,32.2,12.4,24.3,20.5,82.6,63.1,48.1,0.2,0.4,0.6
Madhya Pradesh,Bhopal,53.5,,68.5,6.9,7.8,24.9,22.4,2.3,0.6,92.1,98.3,50.7,3176,83.6,79.6,96.7,99.6,47.4,14.5,0.2,32.9,8.5,29.1,19.9,20.6,18.2,31.5,90.2,64.6,61.3,0.0,0.0,0.0
Madhya Pradesh,Burhanpur,57.3,36.4,77.9,5.2,3.5,15.9,13.9,6.2,3.0,92.3,90.7,42.2,1427,68.2,74.0,96.0,98.3,26.3,13.7,1.0,35.4,9.5,47.2,38.7,27.9,20.9,12.2,77.4,63.1,72.6,0.2,0.9,0.2
Madhya Pradesh,Chhatarpur,63.5,68.3,87.2,6.2,4.5,17.5,17.2,6.2,4.9,84.4,85.2,17.1,1505,30.1,55.5,86.5,96.8,24.7,17.5,0.5,60.5,10.8,34.6,45.1,17.5,25.2,13.9,65.8,36.9,27.1,3.4,3.9,3.2
Madhya Pradesh,Chhindwara,41.7,36.8,50.5,5.5,5.8,22.6,21.7,4.0,0.9,92.3,92.2,48.5,718,43.6,77.1,89.1,98.9,40.2,21.8,2.3,49.0,21.1,32.8,23.9,18.1,28.5,18.6,82.1,67.0,53.7,0.0,0.2,0.2
Madhya Pradesh,Damoh,48.1,50.9,76.3,5.0,4.4,21.4,22.6,10.5,4.1,85.2,85.0,21.6,1818,28.1,40.6,81.0,97.3,24.8,15.2,0.1,55.4,16.1,32.3,40.3,16.2,23.7,17.4,67.1,46.4,40.2,0.2,0.5,0.0
Madhya Pradesh,Datia,58.6,59.7,72.8,8.3,6.8,19.7,15.3,5.7,0.4,88.6,89.4,30.9,1809,31.2,66.8,95.8,99.8,27.8,9.4,0.2,44.7,6.7,29.4,36.8,16.4,23.0,19.1,76.5,54.2,43.3,0.7,0.7,1.1
Madhya Pradesh,Dewas,51.3,37.3,79.4,5.2,4.0,28.6,24.4,8.5,4.7,91.9,92.2,35.1,2815,51.0,69.6,93.6,99.6,27.7,15.4,0.5,42.1,7.3,30.7,36.8,20.4,22.5,19.2,61.9,49.1,58.0,0.0,0.2,0.8
Madhya Pradesh,Dhar,50.2,68.6,65.0,6.5,5.4,19.8,19.9,5.5,2.9,96.1,95.5,30.3,1250,44.8,61.9,89.2,97.6,23.8,25.7,3.9,44.1,7.4,35.9,28.8,29.5,17.1,10.1,81.7,76.5,59.3,0.7,0.7,1.0
Madhya Pradesh,Dindori,65.2,69.8,78.1,4.4,4.5,27.7,25.2,6.9,4.8,84.3,77.6,47.2,193,12.1,47.9,66.1,97.4,25.8,36.0,6.8,60.6,22.8,33.6,38.9,15.8,29.3,7.9,79.5,56.5,52.6,0.2,0.2,0.2
Madhya Pradesh,Guna,49.8,55.0,75.1,6.1,5.0,18.2,17.0,3.8,1.1,92.8,98.0,43.1,1544,34.5,55.6,81.4,98.3,17.7,12.8,0.4,42.1,6.0,25.1,31.9,10.1,18.4,12.0,84.6,68.3,60.8,0.2,0.4,0.2
Madhya Pradesh,Gwalior,62.5,63.6,78.4,5.1,4.9,25.1,19.9,6.9,0.6,94.2,94.8,40.6,1717,69.8,83.2,98.6,99.5,37.9,11.3,0.2,30.2,4.6,33.0,40.1,12.4,20.4,26.1,86.2,68.9,56.1,0.0,0.2,1.5
Madhya Pradesh,Harda,62.6,45.6,85.6,5.2,3.8,20.9,21.7,6.4,9.2,84.1,88.4,33.3,3011,57.6,68.8,92.3,98.8,30.8,16.0,0.7,49.0,8.6,34.7,38.8,28.0,15.9,16.8,75.5,71.9,67.7,0.0,0.2,0.3
Madhya Pradesh,Indore,48.1,52.8,78.8,5.8,4.9,21.3,20.7,5.2,3.9,97.8,96.5,40.3,1835,86.9,90.0,98.9,100.0,47.7,14.4,0.2,36.3,4.6,24.9,28.7,21.2,15.6,19.0,86.4,74.6,72.3,1.5,2.2,1.5
Madhya Pradesh,Jabalpur,48.9,,37.8,9.8,6.3,20.1,22.7,8.0,0.0,94.7,94.7,61.2,525,28.5,61.9,98.0,99.7,30.4,23.5,0.3,56.6,18.2,31.3,18.0,26.4,27.8,14.6,91.8,60.4,76.6,0.0,0.0,0.0
Madhya Pradesh,Jhabua,58.8,60.3,80.1,6.6,5.7,23.7,23.5,2.5,1.3,94.2,92.9,43.7,1132,17.5,57.6,85.2,98.9,16.0,22.0,1.1,35.2,4.2,41.7,49.3,17.9,29.2,11.6,92.9,63.6,50.3,0.7,1.6,1.1
Madhya Pradesh,Katni,58.7,44.5,78.7,9.8,5.1,20.8,18.5,9.1,4.3,93.3,91.8,18.1,1019,29.5,53.5,94.0,97.9,32.5,18.8,0.4,57.4,11.7,44.0,49.5,21.8,18.1,16.4,73.6,52.9,52.8,0.4,0.0,0.0
Madhya Pradesh,Khandwa (East Nimar),64.8,,86.8,6.1,5.0,17.6,21.3,4.2,9.3,93.1,93.2,38.1,869,48.3,76.7,88.7,99.3,27.9,14.8,0.4,44.9,6.9,35.3,38.4,20.7,21.7,13.7,65.5,62.2,56.9,0.4,0.0,0.3
Madhya Pradesh,Khargone (West Nimar),50.1,38.6,71.5,5.7,4.6,24.9,21.2,5.4,0.9,88.2,92.8,43.7,1657,61.6,73.8,97.0,98.8,27.2,16.6,1.1,43.0,8.5,44.0,31.4,27.4,16.7,15.0,72.8,61.3,45.3,0.3,0.1,0.3
Madhya Pradesh,Mandla,60.6,64.3,70.2,6.5,6.2,30.4,24.9,9.2,3.5,76.7,87.6,42.6,735,22.3,58.4,79.7,96.8,30.5,28.6,3.6,57.5,29.5,33.0,32.1,15.9,26.8,10.7,81.7,54.4,60.5,0.0,0.2,0.2
Madhya Pradesh,Mandsaur,56.7,45.8,65.4,5.7,5.5,36.2,29.6,2.9,1.4,96.4,99.4,48.4,1812,45.6,65.4,77.6,99.9,24.1,11.3,0.3,35.3,2.3,22.9,30.9,13.1,29.4,19.2,86.6,60.8,49.3,0.2,0.4,0.6
Madhya Pradesh,Morena,67.5,52.6,74.7,9.9,8.0,19.1,14.9,6.7,1.4,90.0,94.8,36.3,1788,32.6,62.7,97.1,99.5,25.6,6.9,0.2,39.3,4.9,29.6,40.0,10.1,22.3,20.2,82.5,64.9,43.1,0.0,0.0,0.4
Madhya Pradesh,Narmadapuram,51.9,35.3,78.8,5.4,2.4,29.9,24.0,9.2,7.3,82.0,91.8,28.6,4623,47.3,68.5,93.5,97.2,35.5,15.7,1.2,50.4,21.4,27.2,34.8,19.5,21.9,20.6,42.4,31.5,44.9,0.4,1.2,0.4
Madhya Pradesh,Narsimhapur,46.9,53.0,73.4,6.3,4.9,24.4,23.2,4.0,2.4,93.0,91.4,49.4,1662,36.7,77.0,99.8,99.0,31.4,15.7,0.3,55.2,27.2,28.1,32.0,19.6,25.1,20.1,88.0,74.2,53.1,0.0,0.4,0.0
Madhya Pradesh,Neemuch,50.3,42.0,77.2,5.6,5.3,28.5,26.0,4.8,0.9,97.0,97.5,43.3,1878,52.4,68.9,91.7,99.6,27.9,9.1,0.4,31.1,3.0,27.7,33.0,13.1,18.8,20.1,88.9,60.6,48.4,0.2,0.3,0.0
Madhya Pradesh,Panna,59.0,63.4,74.5,7.7,4.7,14.4,16.1,7.8,2.1,86.0,84.0,12.6,1908,22.1,43.8,85.5,95.8,24.0,14.1,0.3,55.5,13.6,39.2,45.1,23.2,26.8,15.7,61.5,30.9,29.9,0.0,0.5,0.0
Madhya Pradesh,Raisen,56.9,,61.1,6.7,6.2,21.2,19.0,7.1,1.3,91.1,96.0,41.0,2787,38.9,69.6,92.4,99.3,34.6,12.7,0.2,52.1,9.7,25.4,30.4,21.1,20.5,23.5,82.5,56.6,54.5,0.0,1.0,0.9
Madhya Pradesh,Rajgarh,52.3,46.4,77.5,4.5,3.6,24.0,24.4,9.2,2.5,88.2,91.7,27.1,2152,24.8,47.8,74.2,97.8,21.3,10.4,0.5,48.8,7.5,26.8,27.6,22.4,28.0,14.1,75.1,55.2,43.5,0.4,0.9,0.4
Madhya Pradesh,Ratlam,59.5,61.7,74.0,5.3,3.6,24.0,21.3,9.3,3.3,96.1,95.2,37.9,1729,53.1,69.4,91.0,99.0,23.8,15.6,0.2,33.9,3.9,28.6,29.0,16.2,23.4,17.0,80.2,65.1,66.0,0.2,0.2,0.2
Madhya Pradesh,Rewa,61.7,60.5,78.0,7.5,6.4,20.1,17.6,12.0,2.8,79.9,80.4,29.4,2318,21.4,46.1,82.1,96.5,23.1,17.6,0.6,55.3,7.6,31.5,37.0,18.7,16.5,18.2,51.7,33.0,29.9,0.0,0.3,0.2
Madhya Pradesh,Sagar,49.8,55.0,83.3,5.0,3.1,26.4,25.3,11.2,7.3,82.5,86.9,27.5,2054,32.7,68.8,86.7,98.6,32.9,15.7,0.3,51.6,10.6,35.8,42.7,15.2,22.8,20.2,62.6,35.9,34.4,3.3,4.2,3.5
Madhya Pradesh,Satna,57.3,,81.8,8.3,5.6,16.3,16.2,4.0,5.2,86.3,85.5,22.0,1117,35.2,55.4,92.7,97.8,31.5,21.7,0.1,55.9,6.3,31.2,49.4,16.8,21.3,20.4,68.6,51.5,41.3,2.8,3.0,3.3
Madhya Pradesh,Sehore,45.3,58.8,82.4,4.7,3.3,26.6,26.0,8.9,2.8,86.9,94.7,33.2,3654,33.7,75.2,92.2,99.2,28.2,10.5,0.3,47.1,9.7,27.6,21.9,20.3,27.1,20.6,58.5,45.0,47.3,0.8,1.4,1.5
Madhya Pradesh,Seoni,59.9,57.8,71.8,6.7,5.8,25.7,21.1,6.7,1.6,86.1,94.8,44.6,699,29.0,56.2,79.1,99.2,33.0,23.3,1.8,57.2,30.6,31.1,23.5,21.1,26.6,15.7,83.7,64.5,70.8,0.0,0.0,0.0
Madhya Pradesh,Shahdol,56.4,56.8,57.3,8.5,5.5,23.2,19.8,3.2,1.1,86.9,85.6,58.4,1274,26.5,61.4,79.2,97.5,30.7,26.2,2.3,46.4,8.6,39.2,44.0,20.4,28.3,14.5,74.2,57.4,55.0,0.0,0.0,0.0
Madhya Pradesh,Shajapur,45.8,44.5,76.1,4.5,3.4,26.1,23.3,4.0,1.8,95.4,98.1,34.3,1974,37.7,74.5,91.8,99.9,19.6,11.6,0.3,46.6,5.3,27.6,27.8,23.4,23.1,16.0,85.8,64.7,48.7,0.7,1.0,0.9
Madhya Pradesh,Sheopur,64.9,59.6,71.6,5.5,4.8,25.7,19.2,3.7,0.2,82.1,84.2,27.1,1409,22.9,48.0,91.1,98.0,15.9,12.9,0.3,53.4,13.9,37.7,45.8,16.2,30.5,11.2,73.2,41.0,36.4,0.0,0.0,0.2
Madhya Pradesh,Shivpuri,51.1,58.4,70.5,7.0,5.9,15.7,13.7,6.8,0.6,94.0,94.5,38.9,721,32.7,55.5,86.8,97.2,21.2,12.2,0.2,43.4,7.5,36.1,39.2,18.4,26.7,16.4,75.9,52.7,48.0,0.0,0.9,0.0
Madhya Pradesh,Sidhi,55.7,55.8,72.5,9.0,4.4,26.0,17.5,9.6,2.8,75.9,83.8,26.1,580,20.9,44.7,83.7,96.4,27.1,22.0,0.7,54.5,7.4,32.8,39.1,16.6,22.9,14.6,72.7,39.4,34.9,0.0,0.0,0.0
Madhya Pradesh,Singrauli,54.1,,56.6,7.7,5.9,25.9,18.9,3.8,0.0,77.5,69.9,58.5,474,31.7,52.6,77.9,92.7,29.9,25.5,1.2,46.0,5.8,36.0,37.3,25.2,25.6,11.9,72.9,58.1,58.8,0.3,0.6,0.0
Madhya Pradesh,Tikamgarh,49.1,36.7,67.5,9.1,7.5,12.9,14.4,4.4,0.8,93.7,89.8,40.5,551,32.1,56.6,80.0,99.7,25.8,14.4,0.3,53.9,5.6,34.9,27.5,19.7,21.3,10.4,84.7,64.2,40.9,0.0,0.0,1.6
Madhya Pradesh,Ujjain,54.5,47.0,81.6,6.0,4.3,25.0,23.3,7.4,7.7,90.3,97.1,35.7,2650,60.7,72.8,94.7,99.3,29.0,15.7,0.8,38.1,4.7,36.2,34.7,29.8,21.1,15.2,67.0,60.3,64.8,0.2,0.7,0.4
Madhya Pradesh,Umaria,51.5,48.6,71.5,6.9,4.6,22.1,20.9,4.4,3.2,85.6,92.2,19.9,1304,26.9,53.7,79.5,98.2,26.4,29.8,2.0,59.1,13.9,36.6,45.3,15.5,21.1,14.6,79.2,48.9,43.0,0.4,0.9,0.8
Maharashtra,Ahmednagar,50.3,44.0,64.5,5.4,5.0,25.3,23.6,15.9,2.7,95.0,97.9,12.0,5575,77.4,79.5,90.0,94.5,45.7,10.5,0.2,37.7,14.7,41.2,31.7,24.9,21.5,23.0,71.4,76.6,53.3,0.2,1.3,0.2
Maharashtra,Akola,52.6,39.2,77.5,5.7,5.1,19.1,19.4,12.0,6.5,86.4,97.7,40.1,1753,75.5,69.5,95.1,97.6,52.7,12.9,0.2,44.0,10.4,30.8,31.8,29.4,16.1,19.6,75.1,76.3,60.6,0.4,1.6,0.5
Maharashtra,Amravati,53.4,43.3,74.4,7.1,5.1,18.7,19.8,11.6,5.2,89.7,91.3,31.9,3557,71.7,75.7,95.8,99.1,55.0,18.4,0.9,40.8,9.0,38.0,29.0,26.2,20.5,20.3,89.1,71.7,38.1,0.0,0.5,0.0
Maharashtra,Beed,50.8,0.0,61.0,6.0,5.2,24.1,26.4,14.8,3.0,90.8,94.0,9.3,3988,54.4,66.4,85.4,94.8,38.6,9.8,0.5,37.8,6.0,36.8,40.8,28.4,20.8,21.9,65.6,56.8,28.4,0.8,4.9,0.7
Maharashtra,Bhandara,65.3,64.7,72.8,5.6,5.6,19.3,21.8,3.9,2.7,98.4,100.0,30.0,2584,71.4,81.8,92.0,98.8,53.9,26.0,1.3,60.7,19.7,33.9,31.3,28.4,25.8,9.8,83.7,79.0,64.4,0.2,0.7,0.5
