State,District,Households_x,Population,Literacy_Rate,Women_Anaemia,Pregnant_Anaemia,Children_Anaemia,Men_High_BloodSugar,Women_High_BloodSugar,Men_Elevated_BP,Women_Elevated_BP,Diarrhoea_Prevalence,ARI_Prevalence,Skilled_Births,Institutional_Births,Health_Insurance,Out_Of_Pocket_Expense,Clean_Fuel,Improved_Sanitation,Improved_Drinking_Water,Electricity,Women_10Plus_Schooling,Men_Alcohol,Women_Alcohol,Men_Tobacco,Women_Tobacco,Children_Underweight,Children_Stunted,Children_Wasted,Women_Low_BMI,Women_Overweight,ANC_First_Trimester,ANC_4Plus_Visits,IFA_100_Days,Breast_Cancer_Screening,Cervical_Cancer_Screening,Oral_Cancer_Screening,Functional_Sub_Centres,Functional_PHCs,Functional_CHCs,Functional_SDHs,Functional_DHs,Households_y,Landless_Manual_Labour,Non_Agricultural_Enterprise,Income_Tax_Households,Government_Salaried,Private_Salaried,Income_Above_10000,Refrigerator,Four_Wheeler,Kisan_Credit_Card,Reporting_Offices,Aggregate_Deposit,Gross_Bank_Credit
Tamil Nadu,Tirunelveli,815528.0,3077233.0,73.88,51.0,,49.9,7.6,6.7,25.5,22.1,2.7,0.0,100.0,100.0,61.3,3281.0,87.9,79.8,98.1,99.5,54.2,17.3,0.0,16.3,0.7,22.7,29.4,12.0,13.5,40.2,84.5,85.0,87.4,5.5,18.9,0.2,202.0,43.0,9.0,8.0,0.0,527966.0,340352.0,6469.0,20553.0,24835.0,22446.0,28589.0,44608.0,6353.0,9111.0,303.0,20810.443,24359.2138
Tamil Nadu,Tirupathur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,30.0,7.0,4.0,0.0,,,,,,,,,,,121.0,5131.9057,9361.5957
Tamil Nadu,Tiruppur,712210.0,2479052.0,71.02,55.2,40.8,44.8,6.1,5.9,28.9,26.8,1.5,0.7,100.0,100.0,59.9,5017.0,95.4,75.9,99.8,99.5,55.1,26.2,0.1,22.8,5.7,23.1,21.5,15.3,9.9,45.0,68.6,93.5,95.0,3.7,6.1,0.6,242.0,54.0,13.0,9.0,0.0,322574.0,195355.0,7118.0,10613.0,7768.0,17576.0,18331.0,37659.0,10417.0,4730.0,456.0,33403.0302,58140.2053
Tamil Nadu,Tiruvannamalai,588836.0,2464875.0,66.0,56.6,,64.7,8.0,6.7,25.8,19.2,6.0,2.6,99.1,99.1,69.6,2724.0,70.7,61.7,98.5,99.0,50.2,24.2,0.2,17.2,4.8,25.0,30.6,14.8,12.6,37.8,81.2,97.7,84.5,4.3,8.0,0.6,410.0,81.0,18.0,9.0,1.0,559895.0,254009.0,10530.0,17233.0,27312.0,17585.0,21910.0,43107.0,3620.0,5158.0,263.0,11076.0831,21692.927
Tamil Nadu,Tuticorin,,,,55.9,,55.6,9.8,8.4,28.2,24.5,4.8,0.7,100.0,100.0,57.8,3180.0,90.7,79.4,97.0,100.0,59.5,21.6,0.3,18.5,1.4,21.0,20.3,18.4,11.9,43.4,59.2,80.7,86.1,1.7,3.9,0.4,253.0,48.0,12.0,8.0,1.0,303337.0,187636.0,4762.0,13877.0,17558.0,12107.0,18254.0,29961.0,4281.0,3646.0,280.0,20441.7166,23365.491
Tamil Nadu,Vellore,929281.0,3936331.0,70.47,50.6,,60.9,8.0,8.1,25.6,25.9,2.8,0.3,100.0,99.5,71.4,2272.0,85.3,76.2,97.7,99.3,52.5,23.0,0.3,14.4,4.3,19.7,29.8,13.1,11.4,45.4,84.4,95.4,94.2,0.5,1.8,0.2,178.0,39.0,7.0,4.0,0.0,726929.0,436077.0,7967.0,30911.0,40192.0,40798.0,40289.0,94719.0,5368.0,26930.0,208.0,18755.64,17214.8907
Tamil Nadu,Villupuram,800368.0,3458873.0,63.48,62.5,,73.4,6.7,6.6,26.1,19.0,5.6,1.4,100.0,99.1,77.6,3255.0,68.6,53.8,98.4,99.7,45.7,38.1,0.2,25.1,8.8,20.5,23.9,12.4,17.2,37.0,80.1,94.9,72.7,8.8,14.7,3.7,345.0,52.0,13.0,7.0,0.0,700421.0,379849.0,7379.0,19463.0,25429.0,20558.0,28987.0,67076.0,7121.0,14808.0,229.0,8312.5596,16060.1679
Tamil Nadu,Virudhunagar,537748.0,1942288.0,72.02,56.9,,58.9,8.3,6.2,22.9,20.2,9.3,0.0,100.0,97.8,51.3,2607.0,90.5,59.8,97.4,99.5,53.5,22.8,0.5,18.8,1.8,23.7,29.2,14.4,14.1,37.4,65.0,83.4,69.5,1.8,2.2,0.8,245.0,47.0,11.0,10.0,0.0,515486.0,361457.0,6824.0,21876.0,26854.0,28946.0,32409.0,42866.0,4222.0,7878.0,273.0,20305.6726,23510.5896
Telangana,Adilabad,,,,61.1,61.0,76.3,5.9,4.7,26.4,23.1,10.3,1.7,93.9,94.1,63.6,4105.0,81.6,50.8,95.7,99.2,41.0,28.3,2.1,29.7,11.0,52.0,45.7,29.5,26.9,15.7,89.7,74.8,44.4,0.2,5.3,0.6,126.0,27.0,1.0,1.0,0.0,,,,,,,,,,,103.0,4876.0805,6849.5203
Telangana,Bhadradri Kothagudem,,,,68.7,50.6,69.3,6.8,9.1,30.1,29.6,9.2,1.0,94.2,97.4,59.4,3255.0,89.2,75.3,99.1,99.4,41.8,38.8,2.9,28.4,4.7,25.3,28.4,21.8,14.9,31.0,92.8,70.1,62.5,0.0,3.4,3.2,240.0,34.0,4.0,2.0,0.0,,,,,,,,,,,159.0,7264.7748,9052.7349
Telangana,Hanumakonda,,,,57.9,0.0,67.0,7.9,7.7,32.7,24.5,8.7,4.3,93.0,99.7,62.0,2825.0,94.6,81.2,99.1,99.6,57.2,43.3,2.9,14.0,1.5,36.0,29.5,29.5,16.8,32.0,88.4,71.3,63.7,0.0,1.4,0.4,81.0,26.0,0.0,0.0,0.0,,,,,,,,,,,182.0,17817.6787,24737.5497
Telangana,Hyderabad,,,,52.7,0.0,63.6,6.5,5.4,41.7,30.2,1.0,0.8,94.6,98.3,48.9,2815.0,99.5,84.4,99.6,99.9,63.2,28.0,0.7,12.4,1.7,18.9,30.4,17.7,12.4,51.0,87.9,69.9,72.2,0.0,2.3,5.9,133.0,85.0,9.0,3.0,1.0,,,,,,,,,,,1263.0,472948.9902,493405.6474
Telangana,Jagitial,,,,56.3,0.0,59.9,8.6,7.5,31.3,25.5,4.1,0.4,91.9,94.4,59.2,3494.0,94.7,76.5,97.3,99.3,43.5,47.6,2.6,23.5,11.2,32.3,29.9,17.5,22.5,26.0,94.6,81.9,53.5,1.0,6.7,3.4,151.0,22.0,2.0,1.0,0.0,,,,,,,,,,,119.0,5832.4772,7111.0612
Telangana,Jangoan,,,,57.5,0.0,69.5,8.1,6.5,29.0,26.1,10.8,2.7,90.1,99.6,71.7,4741.0,91.1,84.3,99.4,99.3,44.0,60.6,11.3,27.1,4.1,30.9,33.4,22.9,18.2,24.1,89.7,65.4,59.4,0.2,3.1,0.2,104.0,13.0,0.0,0.0,0.0,,,,,,,,,,,59.0,1963.8564,5197.7147
Telangana,Jayashankar Bhupalapally,,,,65.9,0.0,67.9,9.8,5.3,31.5,28.4,7.0,1.9,95.1,99.5,71.5,5993.0,90.3,65.6,95.1,99.3,36.3,53.1,4.3,27.4,5.6,36.7,32.5,31.8,17.7,22.4,94.6,72.7,58.9,0.8,7.3,4.9,92.0,13.0,2.0,0.0,0.0,,,,,,,,,,,44.0,1733.8446,2084.8463
Telangana,Jogulamba Gadwal,,,,64.6,76.9,82.4,6.1,3.4,29.7,21.5,5.4,3.7,91.7,94.2,61.8,2832.0,86.1,73.7,97.0,99.8,27.4,34.6,7.1,23.7,9.7,41.7,49.7,17.3,27.5,21.9,88.3,72.9,56.6,0.5,2.4,3.2,91.0,13.0,1.0,1.0,0.0,,,,,,,,,,,56.0,2000.7815,4256.002
Telangana,Kamareddy,,,,58.9,0.0,71.6,6.9,5.4,29.1,27.7,7.1,1.4,93.2,97.1,66.5,5957.0,82.3,68.2,99.4,99.5,35.6,41.8,16.7,25.7,5.6,43.9,33.4,34.5,21.7,21.0,87.5,79.5,56.1,0.6,2.0,1.6,169.0,20.0,6.0,2.0,0.0,,,,,,,,,,,105.0,3707.1726,6907.9307
Telangana,Karimnagar,,,,61.1,61.0,70.8,6.6,6.2,34.7,25.0,13.5,2.1,86.9,98.4,58.6,4573.0,94.9,78.8,98.3,99.7,50.8,49.8,5.6,19.3,5.7,27.5,30.3,13.9,20.6,28.8,92.3,69.6,48.8,0.1,4.9,1.6,139.0,22.0,2.0,0.0,1.0,,,,,,,,,,,203.0,13155.1699,15824.884
Telangana,Khammam,,,,62.4,68.8,60.5,6.7,6.9,30.8,27.6,6.7,9.3,93.2,97.9,60.4,3771.0,97.1,84.5,98.4,99.7,40.9,31.8,1.3,19.5,2.0,26.2,22.2,24.7,12.8,36.1,84.9,76.3,66.7,0.3,2.2,2.1,224.0,30.0,1.0,2.0,1.0,,,,,,,,,,,224.0,10563.6147,20365.6501
Telangana,Kumuram Bheem Asifabad,,,,67.3,65.8,70.7,6.2,3.9,27.2,21.8,7.1,2.2,83.4,82.0,63.6,4121.0,85.8,54.0,93.6,97.8,28.7,38.4,3.0,37.7,12.8,41.1,38.1,35.7,25.7,14.0,80.0,68.8,49.0,0.3,0.9,1.2,106.0,22.0,1.0,1.0,0.0,,,,,,,,,,,48.0,2279.3291,1847.6754
Telangana,Mahabubabad,,,,62.8,54.1,81.1,6.8,7.7,28.8,21.9,11.2,1.5,95.4,97.7,69.3,3234.0,86.6,68.6,98.2,99.6,34.7,56.5,12.6,28.1,5.0,26.3,33.0,19.3,18.6,23.7,87.8,67.7,52.1,0.5,1.8,2.0,172.0,21.0,2.0,1.0,0.0,,,,,,,,,,,67.0,2131.2924,5457.9276
Telangana,Mahabubnagar,,,,54.7,44.9,82.6,6.4,4.9,26.5,24.2,4.0,2.4,97.6,98.1,70.3,2369.0,85.9,73.7,99.6,99.4,40.4,42.9,8.0,25.3,7.5,33.0,42.6,17.8,24.0,24.0,86.2,62.6,69.1,0.0,2.2,1.4,129.0,23.0,2.0,0.0,0.0,,,,,,,,,,,134.0,6125.0968,10865.276
Telangana,Mancherial,,,,56.7,0.0,58.7,6.5,6.7,32.0,27.9,12.6,1.1,96.9,90.1,64.4,3041.0,93.1,78.1,95.6,99.6,48.8,44.1,1.9,22.4,6.5,27.4,25.9,22.1,21.9,24.6,86.7,64.7,68.1,0.2,1.8,1.9,121.0,21.0,3.0,1.0,0.0,,,,,,,,,,,118.0,7804.479,7631.1532
Telangana,Medak,,,,54.4,0.0,70.0,6.9,5.7,28.9,26.7,13.3,1.2,92.9,98.9,61.2,6139.0,80.1,78.2,99.9,99.4,39.3,54.0,23.8,26.2,6.4,42.0,36.4,21.3,25.4,23.3,78.9,68.5,41.8,0.4,4.0,2.7,155.0,20.0,2.0,1.0,0.0,,,,,,,,,,,99.0,3921.9752,5849.024
Telangana,Medchal Malkajgiri,,,,56.8,0.0,73.8,5.5,4.4,34.8,26.5,6.4,4.1,96.2,98.3,53.8,3534.0,99.0,86.2,99.9,100.0,59.3,39.3,2.4,17.9,3.0,25.0,33.4,12.0,15.2,41.8,89.4,69.6,60.8,0.2,0.5,0.7,154.0,36.0,1.0,2.0,0.0,,,,,,,,,,,747.0,134449.4653,143806.6182
Telangana,Mulugu,,,,65.9,0.0,67.9,9.8,5.3,31.5,28.4,7.0,1.9,95.1,99.5,71.5,5993.0,90.3,65.6,95.1,99.3,36.3,53.1,4.3,27.4,5.6,36.7,32.5,31.8,17.7,22.4,94.6,72.7,58.9,0.8,7.3,4.9,87.0,13.0,2.0,1.0,0.0,,,,,,,,,,,34.0,1044.3327,1772.8449
Telangana,Nagarkurnool,,,,54.0,0.0,75.1,7.0,4.5,27.3,24.6,3.6,2.9,94.5,98.0,68.6,2975.0,87.3,73.2,99.6,99.9,36.0,55.5,11.8,30.8,6.2,30.9,35.1,27.3,19.1,22.8,92.4,75.1,65.9,0.2,2.0,2.6,178.0,25.0,3.0,1.0,0.0,,,,,,,,,,,88.0,2882.0269,6153.7244
Telangana,Nalgonda,,,,54.3,58.3,74.5,6.4,5.9,25.7,19.6,4.6,5.2,99.0,98.3,64.8,4320.0,94.6,76.4,99.2,99.9,40.9,51.4,7.4,24.3,4.0,28.0,31.7,29.8,15.5,28.5,90.5,65.7,66.8,0.2,4.6,1.4,257.0,37.0,1.0,3.0,0.0,,,,,,,,,,,224.0,8744.8735,20259.2178
Telangana,Narayanpet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,13.0,2.0,1.0,0.0,,,,,,,,,,,49.0,1569.2719,2931.4479
Telangana,Nirmal,,,,57.7,47.2,65.3,6.7,5.6,28.5,25.1,7.8,0.0,91.6,96.7,49.9,5080.0,88.8,63.6,98.3,99.5,40.9,43.9,3.5,29.0,13.0,33.4,31.7,18.1,26.9,22.5,85.2,69.7,58.7,0.9,6.5,1.4,102.0,20.0,1.0,2.0,0.0,,,,,,,,,,,86.0,3333.2236,6600.8501
Telangana,Nizamabad,,,,57.0,38.9,65.3,6.3,5.1,31.2,27.1,16.2,1.1,91.8,97.3,52.3,5262.0,92.4,72.5,99.4,99.9,42.4,40.2,9.8,20.6,8.6,38.4,30.5,26.2,21.0,27.5,87.9,78.5,40.9,0.4,5.0,1.4,225.0,32.0,8.0,1.0,0.0,,,,,,,,,,,263.0,10576.0882,19058.0633
Telangana,Peddapalli,,,,64.6,0.0,69.6,7.3,4.2,34.7,27.7,11.6,2.0,96.2,96.5,59.1,3850.0,96.6,77.8,98.0,99.5,46.6,47.5,4.2,21.6,4.6,33.1,27.5,28.8,16.5,26.1,83.5,77.9,61.0,0.3,4.9,3.5,104.0,21.0,2.0,1.0,0.0,,,,,,,,,,,106.0,6367.8713,6342.795
Telangana,Rajanna Sircilla,,,,56.0,36.6,65.7,6.2,6.5,36.0,30.2,6.1,2.1,95.4,97.6,62.8,3065.0,96.6,77.4,98.7,99.8,46.4,49.9,6.1,19.4,8.5,26.1,22.4,19.4,18.6,23.8,90.4,67.1,55.2,1.2,6.9,3.3,89.0,15.0,0.0,1.0,0.0,,,,,,,,,,,59.0,2968.0165,3464.3942
Telangana,Ranga Reddy,,,,53.2,44.8,75.8,6.3,5.2,35.0,28.5,5.3,1.1,92.7,97.2,58.3,3499.0,97.0,81.1,99.4,99.7,51.4,46.8,6.7,18.9,4.5,29.5,37.8,13.9,14.9,40.6,95.5,75.1,48.2,0.1,0.5,1.0,265.0,40.0,6.0,3.0,0.0,,,,,,,,,,,598.0,90182.3057,54849.5848
Telangana,Sangareddy,,,,48.3,63.9,67.0,6.3,4.4,32.6,25.7,12.3,0.8,95.1,93.0,58.1,4718.0,81.1,68.0,99.4,99.6,41.5,39.7,11.2,27.3,5.4,35.1,32.9,25.0,20.0,29.4,82.8,66.4,44.0,0.7,1.2,2.4,245.0,34.0,2.0,4.0,1.0,,,,,,,,,,,238.0,16011.1334,28040.8588
Telangana,Siddipet,,,,56.7,0.0,63.5,7.9,4.0,36.9,26.6,8.3,3.1,90.5,99.7,60.9,5528.0,93.2,84.1,97.2,99.5,51.3,50.3,8.3,23.2,5.2,29.6,28.1,19.3,17.9,26.8,86.1,62.6,60.6,1.0,5.1,3.5,191.0,34.0,3.0,0.0,0.0,,,,,,,,,,,145.0,5509.5731,9708.3613
Telangana,Suryapet,,,,57.5,39.8,76.6,9.0,8.1,27.3,25.2,4.6,4.3,94.2,95.9,63.1,3615.0,94.5,77.9,99.8,99.4,42.5,46.7,6.1,20.8,3.0,30.1,29.1,24.9,16.0,33.9,92.7,70.4,67.1,0.4,5.3,4.1,161.0,26.0,3.0,1.0,0.0,,,,,,,,,,,152.0,4764.9103,12996.3251
Telangana,Vikarabad,,,,61.0,0.0,70.0,5.7,4.8,30.3,27.0,13.0,2.5,86.7,95.0,59.6,3201.0,76.0,66.7,99.7,99.1,38.3,44.7,17.0,29.2,11.6,37.1,32.1,20.0,25.6,25.7,78.0,54.8,37.2,0.1,2.8,0.6,154.0,22.0,3.0,1.0,1.0,,,,,,,,,,,98.0,3447.1818,5821.5628
Telangana,Wanaparthy,,,,58.7,63.5,75.3,7.4,5.9,25.5,22.5,5.0,1.7,96.6,99.0,70.1,2989.0,88.9,75.9,99.4,99.2,37.0,48.7,8.7,27.5,8.9,33.2,40.4,15.1,24.6,23.5,91.4,62.8,64.3,0.3,3.3,2.2,,,,,,,,,,,,,,,,57.0,2007.5771,4176.9867
Telangana,Warangal,,,,59.3,61.5,71.5,6.5,6.6,29.4,26.3,14.4,4.6,94.5,100.0,72.0,3713.0,87.8,74.3,99.0,99.7,40.0,54.4,6.5,23.2,2.8,37.9,36.1,19.0,22.6,26.4,86.8,70.4,51.9,1.1,5.5,3.8,143.0,19.0,3.0,0.0,0.0,,,,,,,,,,,102.0,6003.3073,7516.5037
Telangana,Yadadri Bhuvanagiri,,,,53.8,38.5,65.3,6.9,6.1,32.3,24.8,6.0,1.1,94.1,97.7,65.3,3082.0,94.9,81.9,99.7,99.6,48.0,58.4,12.9,22.2,5.6,27.2,38.3,10.3,19.4,24.6,92.1,67.2,60.5,0.2,2.4,2.1,137.0,21.0,2.0,2.0,0.0,,,,,,,,,,,100.0,3583.0669,6962.3106
The Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,,,,64.4,62.1,74.8,7.9,7.1,13.5,13.3,2.1,0.3,98.1,96.3,58.8,502.0,74.3,63.1,94.8,99.7,31.5,26.1,1.4,39.8,3.3,42.1,42.4,20.9,27.0,23.0,82.0,90.9,65.1,0.2,0.3,0.2,71.0,10.0,2.0,1.0,0.0,43461.0,9000.0,5000.0,2399.0,1708.0,18203.0,4140.0,5481.0,1384.0,152.0,65.0,8512.3297,5116.8478
The Dadra And Nagar Haveli And Daman And Diu,Daman,,,,60.8,0.0,82.5,7.7,4.5,19.9,18.4,4.8,0.5,96.9,97.4,32.9,1200.0,92.1,67.1,96.0,99.5,42.9,32.6,0.6,36.1,2.3,29.3,30.0,25.2,22.3,36.9,62.7,70.5,38.4,0.3,0.7,0.3,20.0,3.0,1.0,0.0,1.0,30285.0,5761.0,3526.0,2116.0,804.0,20815.0,5983.0,8500.0,1482.0,1872.0,33.0,5426.9995,2296.3042
The Dadra And Nagar Haveli And Daman And Diu,Diu,,,,50.3,43.3,62.8,11.1,7.9,17.7,18.1,1.2,0.5,97.2,95.7,64.0,1310.0,85.3,89.7,99.7,100.0,52.7,25.2,0.4,34.5,1.7,28.5,33.9,17.4,16.4,30.6,85.7,90.7,79.9,0.0,0.3,0.3,6.0,1.0,1.0,0.0,1.0,4344.0,319.0,90.0,115.0,229.0,839.0,967.0,1657.0,81.0,8.0,14.0,3025.6625,211.5762
Tripura,Dhalai,84509.0,378230.0,73.03,70.0,75.4,81.2,7.8,8.5,17.4,14.5,4.9,1.5,87.7,87.3,44.2,4010.0,34.0,67.6,70.3,97.7,13.9,40.2,7.5,61.3,55.2,27.6,45.7,15.9,15.9,19.1,58.1,52.0,26.0,0.4,0.6,0.5,121.0,16.0,2.0,3.0,1.0,210325.0,70711.0,12683.0,21282.0,23972.0,798.0,13485.0,12751.0,1501.0,2121.0,50.0,1479.626,1055.0499
Tripura,Gomati,,,,62.3,52.8,70.7,8.4,7.9,21.4,19.8,9.8,1.6,94.1,93.2,29.9,10954.0,47.7,77.4,87.7,98.8,22.8,33.7,9.4,55.8,49.6,29.0,22.7,27.6,14.1,19.6,54.0,40.6,22.0,0.4,0.7,1.2,145.0,11.0,3.0,2.0,1.0,287938.0,104762.0,25115.0,25934.0,35091.0,1079.0,24731.0,17167.0,3095.0,3772.0,65.0,2457.2711,1621.6861
Tripura,Khowai,,,,63.7,63.7,73.4,10.3,9.9,21.4,19.0,0.7,2.0,95.2,95.7,44.1,7328.0,41.5,67.8,83.2,99.0,18.9,40.3,9.6,61.9,51.3,24.7,47.0,16.6,18.7,15.4,57.2,41.5,38.0,0.0,0.2,0.0,104.0,10.0,1.0,1.0,1.0,215459.0,91552.0,12862.0,18027.0,25532.0,553.0,17220.0,13913.0,1529.0,1083.0,33.0,1180.0681,646.1517
Tripura,North Tripura,152355.0,693947.0,74.99,69.3,55.3,52.5,12.8,10.6,19.3,18.8,5.7,0.7,86.7,85.4,28.7,4418.0,41.6,74.1,75.6,96.2,23.7,33.5,6.1,64.0,52.5,32.2,26.2,30.0,18.6,16.8,75.5,67.1,17.3,0.0,0.2,0.0,99.0,16.0,4.0,1.0,1.0,252686.0,80874.0,12831.0,14038.0,20581.0,1385.0,13297.0,12530.0,3042.0,1082.0,75.0,3140.1203,1802.1049
Tripura,Sepahijala,,,,69.4,55.8,72.1,10.0,8.7,19.9,19.3,9.9,0.4,87.2,87.7,31.6,8389.0,37.1,75.4,97.4,99.0,21.7,29.5,8.1,50.4,47.6,21.0,34.5,14.9,13.9,24.2,61.9,52.8,18.8,0.2,0.9,0.4,142.0,15.0,4.0,2.0,0.0,270965.0,107167.0,21788.0,23338.0,29299.0,833.0,21954.0,18477.0,2955.0,1976.0,55.0,1806.6342,917.1495
Tripura,South Tripura,208127.0,876001.0,73.84,66.5,57.1,59.6,9.7,8.3,24.2,22.4,11.3,3.2,88.6,89.7,37.3,7199.0,29.4,68.6,90.5,95.9,21.6,30.5,5.6,54.3,51.0,21.6,25.5,15.3,16.8,22.8,54.2,58.4,29.5,0.5,1.4,1.8,148.0,18.0,5.0,2.0,1.0,287792.0,89754.0,17955.0,23818.0,31047.0,1000.0,24783.0,13852.0,3579.0,1509.0,70.0,2752.3004,1453.3195
Tripura,Unakoti,,,,67.9,76.7,62.8,11.0,8.6,22.1,21.0,6.2,1.6,66.0,71.5,28.0,7693.0,29.2,61.8,78.6,96.4,18.7,23.3,3.4,59.7,54.9,32.0,31.8,19.3,26.0,16.6,41.0,24.6,31.6,0.0,0.4,0.0,70.0,11.0,1.0,1.0,1.0,123683.0,37140.0,6441.0,9241.0,12814.0,622.0,9295.0,8116.0,1330.0,906.0,23.0,664.743,467.0589
Tripura,West Tripura,410565.0,1725739.0,78.89,67.3,56.2,54.5,7.9,8.4,27.1,25.1,2.4,0.5,96.9,95.3,28.1,5556.0,65.2,80.2,98.5,99.8,30.9,33.0,3.5,55.2,47.7,21.2,30.3,11.7,13.7,26.8,78.7,61.2,31.8,0.6,0.6,0.4,171.0,20.0,3.0,0.0,1.0,350526.0,125667.0,31394.0,39846.0,54266.0,2767.0,40896.0,36021.0,4317.0,2353.0,255.0,28658.8849,10261.7413
Uttar Pradesh,Agra,710566.0,4418797.0,60.66,59.4,61.8,73.0,4.3,3.7,20.9,16.8,6.8,4.5,90.1,89.1,9.4,1879.0,67.5,70.8,99.8,99.1,36.1,20.9,0.6,46.1,8.9,26.2,35.9,16.4,15.4,25.2,62.1,42.7,20.9,0.3,0.3,0.4,395.0,73.0,18.0,0.0,2.0,372905.0,107708.0,26541.0,48098.0,11531.0,25808.0,39224.0,100040.0,20329.0,57919.0,525.0,63094.0119,41691.5125
Uttar Pradesh,Aligarh,611371.0,3673889.0,56.96,56.5,59.0,62.6,7.8,7.4,22.0,18.2,5.6,3.2,85.5,82.6,17.6,2638.0,51.4,69.4,100.0,95.3,37.5,16.9,0.1,37.0,5.1,26.3,35.0,10.9,18.6,29.4,69.5,44.7,25.2,0.4,0.2,0.0,333.0,53.0,13.0,0.0,4.0,396002.0,159545.0,4468.0,11543.0,17703.0,4871.0,31087.0,40536.0,9116.0,48211.0,326.0,32677.4711,16245.9578
Uttar Pradesh,Allahabad,976733.0,5954391.0,61.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,Ambedkar Nagar,368728.0,2397888.0,62.01,52.7,47.9,54.9,8.5,7.2,22.0,17.2,3.0,1.6,87.9,92.2,23.0,2611.0,32.2,63.6,100.0,94.2,53.0,16.5,0.2,52.9,12.8,29.2,31.1,17.8,26.7,20.3,61.1,44.5,25.2,0.4,4.8,0.4,272.0,28.0,10.0,0.0,1.0,319305.0,66891.0,7002.0,15108.0,19586.0,4115.0,31287.0,16336.0,9906.0,18094.0,184.0,10389.7678,4887.2721
Uttar Pradesh,Amethi,,,,46.1,36.6,52.4,5.7,5.9,21.2,19.2,4.4,3.7,91.4,90.8,20.9,2713.0,26.4,60.9,98.7,92.3,34.6,9.1,0.4,49.3,11.5,33.1,35.8,19.9,21.0,23.5,72.6,31.7,15.9,0.2,1.5,0.4,213.0,33.0,13.0,0.0,0.0,292177.0,84077.0,5027.0,8792.0,12415.0,8304.0,23565.0,16167.0,6523.0,12713.0,197.0,10242.3192,4761.5426
Uttar Pradesh,Amroha,,,,47.6,40.4,69.6,6.9,2.8,24.6,19.1,5.5,0.4,86.7,81.1,8.3,1736.0,45.4,78.9,99.7,96.4,35.4,14.4,0.4,38.9,4.4,35.4,42.2,22.5,16.0,19.7,70.4,43.9,23.5,0.2,0.0,0.2,175.0,32.0,8.0,0.0,2.0,210936.0,42354.0,10777.0,6635.0,3739.0,29205.0,18710.0,48802.0,3019.0,12003.0,199.0,8107.1076,6007.2558
Uttar Pradesh,Auraiya,248197.0,1379545.0,67.47,39.1,42.1,64.2,3.7,3.0,22.1,20.0,6.5,3.2,90.9,90.1,18.4,1182.0,33.7,74.3,99.5,94.0,46.2,11.4,0.3,46.8,9.3,32.6,39.7,19.4,18.8,19.3,72.2,50.4,23.7,0.3,1.4,0.7,165.0,25.0,8.0,0.0,2.0,207191.0,56029.0,10382.0,6281.0,7985.0,7456.0,11985.0,13786.0,3309.0,9866.0,105.0,6433.8958,2693.0189
Uttar Pradesh,Ayodhya,,,,52.3,39.3,57.7,10.6,7.9,17.7,14.9,2.5,0.7,91.6,89.1,19.8,2525.0,41.3,64.4,100.0,90.3,49.0,10.6,0.2,41.2,8.7,27.5,30.6,12.4,20.0,24.5,48.4,33.8,20.8,0.0,0.0,0.2,249.0,34.0,12.0,0.0,4.0,376770.0,96190.0,6631.0,14723.0,24577.0,6667.0,36174.0,21571.0,8448.0,16040.0,243.0,23248.9843,7719.3345
Uttar Pradesh,Azamgarh,665232.0,4613913.0,60.08,54.3,58.0,58.9,6.8,6.8,28.7,19.4,2.7,1.8,89.8,93.2,9.0,4265.0,37.6,72.8,100.0,96.5,52.6,14.7,0.3,44.1,9.4,28.0,33.4,14.4,22.1,21.5,53.7,38.5,19.4,1.5,4.6,0.6,492.0,75.0,19.0,0.0,4.0,606876.0,52409.0,20332.0,16671.0,21707.0,55009.0,61342.0,63789.0,7902.0,45285.0,344.0,24082.9433,8305.6701
Uttar Pradesh,Baghpat,209916.0,1303048.0,61.24,53.3,70.7,60.2,6.0,5.8,25.5,21.4,4.0,0.6,82.3,80.9,12.5,2001.0,51.5,87.0,99.9,98.5,44.0,12.9,0.3,31.8,4.7,26.0,25.5,10.3,14.9,34.5,79.4,42.4,33.8,0.0,0.2,0.0,206.0,25.0,7.0,0.0,1.0,161157.0,46368.0,17238.0,10716.0,4954.0,9265.0,14633.0,48330.0,2800.0,20608.0,133.0,8252.0849,3718.1663
Uttar Pradesh,Bahraich,603754.0,3487731.0,40.09,48.8,48.6,71.7,4.8,2.1,28.7,24.2,9.8,6.6,70.7,67.7,10.1,1745.0,38.2,44.2,100.0,77.8,14.4,12.2,0.6,59.0,26.6,38.0,52.1,14.4,29.9,12.5,40.2,34.3,22.4,0.0,0.2,1.3,319.0,56.0,14.0,0.0,2.0,524467.0,129077.0,15514.0,4623.0,7555.0,5475.0,18999.0,14339.0,4052.0,22359.0,214.0,10247.602,7254.1966
